iter	Logloss	Accuracy
880	0.1435497774	0.9565868263
881	0.1435482659	0.9565868263
882	0.1435225852	0.9565868263
883	0.1435088066	0.9565868263
884	0.1434250797	0.9565868263
885	0.1433622825	0.9565868263
886	0.1432336888	0.9565868263
887	0.1431809127	0.9565868263
888	0.143169386	0.9565868263
889	0.1431575211	0.9565868263
890	0.1430179359	0.9565868263
891	0.1428753792	0.9565868263
892	0.1427505909	0.9565868263
893	0.1421124708	0.9580838323
894	0.1421088199	0.9580838323
895	0.142045923	0.9580838323
896	0.1420196769	0.9580838323
897	0.1419489094	0.9580838323
898	0.1419365703	0.9580838323
899	0.1419051672	0.9580838323
900	0.1419046849	0.9580838323
901	0.1418922737	0.9580838323
902	0.1418251938	0.9580838323
903	0.141715375	0.9580838323
904	0.1416321204	0.9580838323
905	0.1415613701	0.9580838323
906	0.1414693079	0.9580838323
907	0.1414683493	0.9580838323
908	0.1414510656	0.9580838323
909	0.141316975	0.9580838323
910	0.1411058653	0.9580838323
911	0.1408609853	0.9580838323
912	0.1408585115	0.9580838323
913	0.1405624519	0.9580838323
914	0.140500994	0.9580838323
915	0.1404945934	0.9580838323
916	0.1403935458	0.9580838323
917	0.1402299425	0.9580838323
918	0.1401241447	0.9580838323
919	0.1401172405	0.9580838323
920	0.1401109721	0.9580838323
921	0.1401037959	0.9580838323
922	0.1400667004	0.9580838323
923	0.1399650564	0.9580838323
924	0.1398828074	0.9580838323
925	0.1398440519	0.9580838323
926	0.1397410405	0.9580838323
927	0.1396912379	0.9580838323
928	0.1396869524	0.9580838323
929	0.1396834797	0.9580838323
930	0.1396780465	0.9580838323
931	0.1394934324	0.9580838323
932	0.139069341	0.9595808383
933	0.1390685499	0.9595808383
934	0.1390644452	0.9595808383
935	0.1390588061	0.9595808383
936	0.1390529839	0.9595808383
937	0.1385059927	0.9595808383
938	0.1382460678	0.9595808383
939	0.1381203445	0.9595808383
940	0.1377046314	0.9595808383
941	0.1376906598	0.9595808383
942	0.1374267444	0.9595808383
943	0.1374179946	0.9595808383
944	0.1372962651	0.9595808383
945	0.1372079828	0.9595808383
946	0.1370632788	0.9595808383
947	0.1370581454	0.9595808383
948	0.1370225662	0.9595808383
949	0.1369888709	0.9595808383
950	0.1367573421	0.9595808383
951	0.1367556581	0.9595808383
952	0.136742179	0.9595808383
953	0.1367370447	0.9595808383
954	0.1366991285	0.9595808383
955	0.1366940538	0.9595808383
956	0.1366426817	0.9595808383
957	0.1365058853	0.9595808383
958	0.1363818269	0.9595808383
959	0.1363504696	0.9595808383
960	0.1363073294	0.9595808383
961	0.1362415581	0.9595808383
962	0.1357829522	0.9610778443
963	0.135563396	0.9610778443
964	0.1355629193	0.9610778443
965	0.1355514587	0.9610778443
966	0.135544077	0.9610778443
967	0.1354948668	0.9610778443
968	0.1354213383	0.9610778443
969	0.135404091	0.9610778443
970	0.1354022113	0.9610778443
971	0.1353663023	0.9610778443
972	0.1353145688	0.9610778443
973	0.1353101828	0.9610778443
974	0.1353067173	0.9610778443
975	0.1352970215	0.9610778443
976	0.1352316844	0.9610778443
977	0.1351951063	0.9610778443
978	0.1351170011	0.9610778443
979	0.1350873368	0.9610778443
980	0.1350448586	0.9610778443
981	0.1348778994	0.9610778443
982	0.1348438436	0.9610778443
983	0.1348425867	0.9610778443
984	0.1348193927	0.9610778443
985	0.1347523743	0.9610778443
986	0.134725094	0.9610778443
987	0.1345215635	0.9610778443
988	0.1345087469	0.9610778443
989	0.1344998176	0.9610778443
990	0.1344925036	0.9610778443
991	0.1344921372	0.9610778443
992	0.1342426127	0.9610778443
993	0.1341558681	0.9610778443
994	0.1341551767	0.9610778443
995	0.1341474287	0.9610778443
996	0.1341149057	0.9610778443
997	0.1339159593	0.9610778443
998	0.1338861228	0.9610778443
999	0.1338697499	0.9610778443
